,refreshrate,ram,ssd,rom,display,price,brandname_encoded,model_encoded,cpucore_I3,cpucore_I5,cpucore_I7,cpucore_I9,cpucore_ce,cpucore_m1,cpucore_pe,cpucore_ry,gpu_encoded,displayquality_4k,displayquality_4k_touch,displayquality_WQXGA,displayquality_fhd,displayquality_fhd_touch,displayquality_hd,displayquality_ips,displayquality_qhd,displayquality_retina,displayquality_uhd
196,144,16,1024,0,16,306000,12,167,0,0,1,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0
197,144,16,2048,0,16,320000,12,167,0,0,1,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0
198,144,32,2048,0,16,350000,12,167,0,0,1,0,0,0,0,0,30,0,0,0,1,0,0,0,0,0,0
199,144,16,512,0,16,205000,12,167,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0
200,144,16,1024,0,16,259000,12,167,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0
201,144,16,1024,0,16,259000,12,167,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0
202,144,16,512,0,16,189000,12,167,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0
203,144,8,512,1024,16,250000,12,167,0,0,1,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0
204,144,8,512,0,16,137000,12,167,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
205,120,8,1024,0,16,145000,12,167,0,1,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0
206,144,8,1024,0,16,175000,12,167,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0
207,144,16,512,0,16,198000,12,167,0,1,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0
208,144,16,512,0,16,220000,12,167,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0
209,144,8,1024,0,16,155000,12,165,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
210,144,32,512,0,16,360000,12,166,0,0,1,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0
211,144,16,512,0,16,173000,12,169,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
212,144,16,512,0,16,193000,12,169,0,0,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
213,144,16,512,0,16,241000,12,169,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
214,144,8,512,0,16,110000,12,168,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1
215,144,8,512,0,14,135000,12,168,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
216,144,8,512,0,14,147000,12,168,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
217,144,8,512,0,16,137000,12,168,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
218,144,8,512,0,16,148000,12,168,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
219,144,8,512,0,16,138000,12,170,0,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
220,144,8,512,0,16,168000,12,170,0,0,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
221,144,16,1024,0,16,249000,12,170,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
222,144,16,1024,0,16,259000,12,170,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0
223,144,4,128,0,12,117000,10,84,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
224,144,8,128,0,12,142000,10,84,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
225,144,8,256,0,12,188000,10,84,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
226,144,16,256,0,12,228000,10,84,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
227,144,8,128,0,14,159000,10,84,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
228,144,8,128,0,15,187000,10,84,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
229,120,16,512,0,16,289000,13,119,0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
230,144,16,512,0,16,279000,13,119,0,0,1,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0
231,144,16,512,0,16,310000,13,119,0,0,1,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0
232,144,8,256,0,16,75000,15,97,0,0,1,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0
233,144,8,256,0,16,120000,15,20,0,1,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
234,144,8,256,0,16,175000,15,20,0,0,1,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0
235,144,16,256,0,16,200000,15,20,0,0,1,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0
236,144,8,256,0,16,150000,15,117,0,1,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0
237,144,8,256,0,16,200000,15,118,0,0,1,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0
238,144,8,256,0,16,185000,15,65,0,0,0,0,0,0,0,1,26,0,0,0,1,0,0,0,0,0,0
239,144,8,256,0,16,225000,15,65,0,0,0,0,0,0,0,1,27,0,0,0,1,0,0,0,0,0,0
240,144,8,256,0,16,86000,6,10,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
241,144,8,256,0,16,115000,2,135,0,1,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
242,144,8,256,0,16,112000,6,94,0,1,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
243,144,12,256,0,24,88000,6,12,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
244,144,4,128,1024,16,63500,6,6,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
245,144,8,0,1024,14,78500,8,142,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0
246,144,8,256,0,14,84000,6,67,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
247,144,4,0,1024,14,56000,6,67,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
248,144,8,256,0,14,85000,6,100,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
249,60,8,512,0,14,155000,8,80,0,0,1,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0
250,60,8,512,0,13,116000,4,76,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
251,144,8,256,0,16,107000,8,151,0,1,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
252,60,8,256,0,16,80000,6,68,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
253,144,8,0,1024,16,74000,6,69,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
254,60,4,0,1024,16,76000,6,7,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
255,144,8,256,0,14,84000,6,66,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
256,60,8,256,0,16,86000,6,68,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
257,60,8,256,0,14,65000,6,67,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
258,144,8,512,0,16,115000,4,146,0,0,1,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0
259,60,4,0,1024,14,57500,4,146,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
260,144,8,256,0,16,63000,8,71,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
261,60,8,0,1024,14,95000,8,139,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0
262,144,8,256,0,13,95000,8,70,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0
263,144,4,0,1024,16,56000,8,70,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
264,144,8,256,0,13,138000,1,82,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0
265,144,8,512,0,13,195000,1,82,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0
266,144,8,512,0,13,205000,1,82,0,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0
267,144,8,512,0,14,115000,4,76,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
268,60,8,512,0,16,85000,0,21,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
269,144,8,256,0,14,88000,0,129,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
270,144,8,512,0,14,96000,0,129,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
271,144,8,256,0,16,108000,0,87,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,0,0
272,144,8,256,0,16,112000,0,87,0,1,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
273,144,8,256,0,13,116000,6,31,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
274,144,12,512,0,14,132000,8,152,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
275,144,8,512,0,14,115000,8,33,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
276,144,8,256,0,14,74000,8,33,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0
277,60,8,512,0,16,145000,8,80,0,0,1,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0
278,60,8,256,0,16,64000,8,71,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
279,144,16,256,0,16,165000,8,151,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
280,144,16,512,0,14,100000,8,70,0,1,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
281,144,8,512,0,14,82000,8,70,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
282,60,16,512,0,16,180000,8,80,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
283,144,12,512,0,14,132000,8,151,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
284,144,8,512,0,14,92000,8,33,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
285,144,8,0,1024,14,78500,8,142,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0
286,60,4,0,1024,14,45000,8,142,0,0,0,0,1,0,0,0,26,0,0,0,0,0,1,0,0,0,0
287,144,16,512,0,13,190000,4,148,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
288,60,8,256,0,14,109500,4,76,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,0
289,144,16,512,0,13,166000,4,76,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1
290,144,8,256,0,16,150000,4,41,0,0,1,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0
291,144,8,256,0,14,95000,2,156,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,0,0
292,144,4,128,0,16,60000,2,144,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
293,60,4,256,0,14,48000,2,27,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0
294,144,16,512,0,16,155000,2,137,0,0,1,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0
295,60,4,128,0,14,57500,2,145,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1,0,0,0,0
296,144,8,512,0,14,108000,2,144,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0
297,144,8,512,0,14,112000,2,145,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
298,144,8,256,0,16,86000,2,144,0,1,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
299,144,16,1,0,16,200000,2,113,0,0,0,0,0,0,0,1,16,0,0,0,1,0,0,0,0,0,0
300,144,8,256,0,16,115000,2,135,0,1,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
301,60,4,0,1024,14,59000,6,67,0,0,0,0,0,0,0,1,9,0,0,0,0,0,1,0,0,0,0
302,144,8,256,0,16,85000,6,5,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
303,144,8,512,0,13,138000,6,31,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
304,144,8,256,1024,16,160000,6,89,0,0,1,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0
305,144,8,256,0,16,89000,6,10,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
306,144,8,256,0,14,75000,6,67,1,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
307,144,8,256,0,14,95000,6,100,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
308,144,8,128,0,14,74000,6,100,1,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
309,60,12,256,0,16,94500,6,5,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
310,60,4,0,1024,14,56000,6,67,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,0
311,144,8,256,0,14,92000,6,100,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
312,60,8,256,0,14,75000,6,67,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
313,60,8,256,0,14,84000,6,67,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
314,144,4,128,1024,16,63500,6,68,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
315,144,12,256,0,24,88000,6,12,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
316,144,8,256,0,16,112000,6,94,0,1,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0
317,144,8,256,0,16,86000,6,10,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
318,144,16,512,0,16,209990,2,134,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
319,144,8,0,1024,16,86990,0,16,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
320,144,4,128,0,16,59990,0,16,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
321,144,16,512,0,16,182990,0,102,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
322,144,8,256,0,14,95990,0,122,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
323,144,8,512,0,14,115990,0,122,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
324,144,16,512,0,14,142990,0,123,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
325,144,8,256,0,13,139990,1,82,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0
326,144,8,512,0,13,189990,1,82,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0
327,144,8,256,0,13,189990,1,82,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0
328,144,8,512,0,16,157990,2,32,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
329,144,16,1024,0,14,274990,2,113,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
330,144,8,512,0,16,144990,2,127,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
331,144,8,256,0,14,106990,2,131,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
332,144,4,128,0,14,67990,2,144,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
333,144,8,256,0,16,84990,2,144,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
334,144,8,256,0,14,99990,2,155,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
335,144,8,256,0,16,94990,4,13,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
336,144,8,256,0,16,82990,4,13,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
337,144,8,256,0,16,109990,4,15,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
338,144,8,256,0,16,135990,4,42,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
339,60,4,128,0,14,74990,4,72,1,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0
340,144,8,512,0,14,108990,4,72,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
341,60,8,256,0,14,112990,4,72,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
342,144,8,512,0,14,123990,4,72,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
343,144,8,256,0,16,119990,4,73,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
344,144,8,512,0,14,114990,4,74,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
345,144,12,512,0,16,119990,4,75,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
346,144,4,0,1024,14,78990,4,146,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
347,144,8,256,0,14,82990,4,146,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
348,144,8,512,0,14,115990,4,146,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
349,60,4,128,1024,14,62990,4,146,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
350,60,4,0,1024,14,58990,4,146,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
351,144,4,0,1024,16,78990,4,146,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
352,144,8,512,0,16,115990,4,146,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
353,60,4,0,1024,16,58990,4,146,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
354,60,4,0,1024,14,82990,6,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
355,60,8,128,1024,14,89990,6,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
356,144,8,256,0,14,64990,6,2,1,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
357,60,8,256,0,14,78990,6,2,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
358,60,8,256,0,16,64990,6,4,1,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
359,60,8,256,0,16,99990,6,9,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
360,144,8,256,0,16,84990,6,9,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
361,144,8,256,0,13,114990,6,28,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
362,144,8,512,0,13,137990,6,29,0,0,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0
363,144,16,512,0,16,181990,6,90,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
364,144,8,512,0,16,91990,6,98,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
365,144,8,256,0,16,102990,6,99,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
366,144,8,256,0,16,89990,6,99,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
367,60,4,0,1024,14,58990,6,1,0,0,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,0
368,144,8,256,0,16,106990,6,8,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
369,144,32,512,0,16,259990,6,90,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
370,144,8,512,0,16,156990,8,77,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
371,144,8,256,1024,16,124990,8,77,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
372,144,12,512,0,16,94990,8,11,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
373,60,4,0,1024,14,41990,8,26,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
374,144,16,512,0,14,124990,8,34,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
375,144,8,512,0,14,79990,8,70,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
376,60,8,0,1024,14,99990,8,70,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0
377,144,16,512,0,13,129990,8,121,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0
378,144,8,256,0,13,119990,8,121,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0
379,144,16,512,0,14,134990,8,171,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
380,60,4,0,1024,16,46990,8,141,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0
381,60,4,512,0,16,44990,8,141,0,0,0,0,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0
382,144,12,512,0,14,134990,8,151,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
383,120,16,512,0,16,164990,12,57,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
384,120,16,512,0,16,181990,12,64,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
385,144,8,256,0,16,117990,0,86,0,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
386,144,8,256,0,16,107990,0,86,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
387,144,8,0,1024,16,134990,0,86,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
388,60,16,256,1024,16,126800,0,17,0,0,1,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0
389,60,8,256,0,16,116800,0,87,0,1,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0
390,144,16,256,0,16,160800,0,87,0,0,1,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0
391,60,8,512,0,16,108800,0,87,0,1,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0
392,144,16,512,0,16,180800,0,102,0,0,1,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0
393,144,16,256,0,16,150800,0,102,0,0,1,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0
394,144,16,512,0,16,214800,0,102,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
395,144,16,512,0,16,196800,0,102,0,0,1,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0
396,144,8,51,0,13,120800,0,129,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0
